# name\tversion\tplatform\tpath\tsha256\tsource\tlicense\tbuild-notes
zstd\t1.5.7\tdarwin-arm64\tapp/tools/zstd\tb63cf128fb558849fcbbe62c93ebcb1f8dca63819aa126f23e0424889bc96cb5\thttps://github.com/facebook/zstd/releases/tag/v1.5.7\tBSD-2-Clause\tBuilt from upstream source with programs/zstd; statically linked to libzstd.
unzstd\t1.5.7\tdarwin-arm64\tapp/tools/unzstd\tb63cf128fb558849fcbbe62c93ebcb1f8dca63819aa126f23e0424889bc96cb5\thttps://github.com/facebook/zstd/releases/tag/v1.5.7\tBSD-2-Clause\tSame zstd executable under the unzstd argv[0] compatibility name.
wrestool\t0.32.3\tdarwin-arm64\tapp/tools/wrestool\t264115d786b6bbd5ed638becc4939c1ebfd326df3fa8e3e0a1de2c7aa346cf5d\thttps://www.nongnu.org/icoutils/\tGPL-3.0-or-later\tHomebrew arm64 build; license text in app/tools/licenses/COPYING.icoutils.
icotool\t0.32.3\tdarwin-arm64\tapp/tools/icotool\t03ad4df4c15d59456527c5fea80ca6d97bf3c25b7935a2bfa2710eabb7b62a53\thttps://www.nongnu.org/icoutils/\tGPL-3.0-or-later\tHomebrew arm64 build with libpng load path made app-relative; license text in app/tools/licenses/COPYING.icoutils.
unar\t1.10.7 (Homebrew 1.10.8_7)\tdarwin-arm64\tapp/tools/unar\t088e447a9fa8ab818768e7e9f48d6a7666f6a2f32c2ecc508f9904b4654adcd0\thttps://theunarchiver.com/command-line\tLGPL-2.1-or-later\tHomebrew arm64 build; license text in app/tools/licenses/LICENSE.unar.
lsar\t1.10.7 (Homebrew 1.10.8_7)\tdarwin-arm64\tapp/tools/lsar\t25e40929fe75088db52bc20b8376d2e7d1d88fb808539fe9ae61e3466f7be252\thttps://theunarchiver.com/command-line\tLGPL-2.1-or-later\tHomebrew arm64 build; license text in app/tools/licenses/LICENSE.unar.
libpng\t1.6.58\tdarwin-arm64\tapp/tools/lib/libpng16.16.dylib\ta03532926960c60830b6e0003163a2cd31b5af5b713dec3561d26725ec943450\thttps://libpng.sourceforge.io/\tlibpng license\tRuntime dependency for icotool; signed Homebrew arm64 dylib copied alongside the tool.
